title,isbn,isbn13,genre,pages
pride of baghdad,1401203140,9781401203150.0,Ficción histórica,176
"priestess of avalon (avalon, #4)",451458621,9780451458630.0,Fantasía,576
"priestess of the white (age of the five, #1)",60815701,9780060815710.0,Fantasía,640
primates of park avenue,1476762627,9781476762620.0,Biografía/Autobiografía,288
"prince caspian (chronicles of narnia, #2)",000720230X,9780007202300.0,Fantasía,224
"prince lestat (the vampire chronicles, #11)",307962520,9780307962520.0,Fantasía,464
"prince of fire (gabriel allon, #5)",451215737,9780451215730.0,Thriller/Misterio,400
"prince of fools (the red queen's war, #1)",425268780,9780425268780.0,Fantasía,355
"prince of thorns (the broken empire, #1)",7423292,9780007423290.0,Fantasía,320
"prince of wolves (the grey wolves, #1)",,,"Romance",340
"prince of the blood (krondor's sons, #1)",553588117,9780553588120.0,Fantasía,400
"princeps' fury (codex alera, #5)",441016383,9780441016390.0,Fantasía,528
"princess academy (princess academy, #1)",1599900734,9781599900740.0,Juvenil (Young Adult - YA),320
"princess mia (the princess diaries, #9)",60724617,9780060724610.0,Juvenil (Young Adult - YA),288
"princess in love (the princess diaries, #3)",64472809,9780064472810.0,Juvenil (Young Adult - YA),288
"princess in pink (the princess diaries, #5)",60096128,9780060096120.0,Juvenil (Young Adult - YA),272
"princess in training (the princess diaries, #6)",60096152,9780060096150.0,Juvenil (Young Adult - YA),304
"princess in waiting (the princess diaries, #4)",60096098,9780060096090.0,Juvenil (Young Adult - YA),288
"princess in the spotlight (the princess diaries, #2)",64472795,9780064472790.0,Juvenil (Young Adult - YA),272
"princess of glass (the princesses of westfalin trilogy, #2)",1599904780,9781599904790.0,Cuentos de hadas,336
"princess of the midnight ball (the princesses of westfalin trilogy, #1)",1599903229,9781599903220.0,Cuentos de hadas,304
"princess on the brink (the princess diaries, #8)",60724560,9780060724570.0,Juvenil (Young Adult - YA),304
princess: a true story of life behind the veil in saudi arabia,967673747,9780967673740.0,Biografía/Autobiografía,288
principle-centered leadership,671792806,9780671792800.0,Desarrollo personal,336
"prior bad acts (kovac and liska, #3)",055358359X,9780553583600.0,Thriller/Misterio,400
prisoner of my desire,380756277,9780380756280.0,Romance,384
"private #1 suspect (private, #2)",316097403,9780316097410.0,Thriller/Misterio,400
"private (private, #1)",316096156,9780316096160.0,Thriller/Misterio,400
private berlin (private #5),316211176,9780316211180.0,Thriller/Misterio,400
private games (private #3),1846059739,9781846059740.0,Thriller/Misterio,400
private london (private #4),1846058317,9781846058320.0,Thriller/Misterio,400
private peaceful,439636485,9780439636480.0,Ficción histórica,144
"prized (birthmarked, #2)",1596435704,9781596435700.0,Juvenil (Young Adult - YA),336
"prodigal son (dean koontz's frankenstein, #1)",141591561X,9781415915620.0,Horror,384
prodigal summer,60959037,9780060959040.0,Ficción,480
"prodigy (legend, #2)",399256768,9780399256770.0,Juvenil (Young Adult - YA),384
prom and prejudice,545240778,9780545240770.0,Romance,304
promise me (myron bolitar #8),451219244,9780451219240.0,Thriller/Misterio,416
promise not to tell,61143316,9780061143310.0,Thriller/Misterio,368
"promise of blood (powder mage, #1)",316219037,9780316219040.0,Fantasía,493
"promised (birthmarked, #3)",1596435712,9781596435710.0,Juvenil (Young Adult - YA),352
"promised (one night, #1)",1455559318,9781455559310.0,Romance,272
"promises in death (in death, #28)",399155481,9780399155480.0,Thriller/Misterio,368
promises to keep,670021792,9780670021800.0,Biografía/Autobiografía,240
proof,571199976,9780571199980.0,Teatro,112
proof of heaven: a neurosurgeon's journey into the afterlife,1451695195,9781451695200.0,Biografía/Autobiografía,256
"proper gauge (wool, #2)",,,Ciencia ficción,60
prophet,1581345267,9781581345260.0,Religión y espiritualidad,144
"protect and defend (mitch rapp, #10)",074327041X,9780743270410.0,Thriller/Misterio,416
"proven guilty (the dresden files, #8)",451461037,9780451461030.0,Fantasía,432
"providence (providence, #1)",615417175,9780615417170.0,Romance,362
prozac nation,1573225126,9781573225120.0,Biografía/Autobiografía,288
psycho,747545251,9780747545260.0,Horror,224
"psycho-cybernetics, a new way to get more living out of life",671700758,9780671700750.0,Desarrollo personal,336
"ptolemy's gate (bartimaeus, #3)",786818611,9780786818620.0,Fantasía,480
"pucked (pucked, #1)",993800130,9780993800140.0,Romance,246
pudd'nhead wilson,553211587,9780553211580.0,Literatura clásica,208
pulp,876859260,9780876859260.0,Ficción,176
"pulse (collide, #2)",,,Romance,300
punk 57,,,Romance,344
"pure (covenant, #2)",983157227,9780983157230.0,Juvenil (Young Adult - YA),384
"pure (pure, #1)",1455503061,9781455503060.0,Ciencia ficción,320
"purgatorio (the divine comedy, #2)",195087453,9780195087450.0,Literatura clásica,400
purity,374239215,9780374239210.0,Ficción,576
"purity in death (in death, #15)",749934417,9780749934420.0,Thriller/Misterio,368
purple cow: transform your business by being remarkable,159184021X,9781591840210.0,Negocios y economía,160
purple hibiscus,7189885,9780007189880.0,Ficción,307
"pursuit of honor (mitch rapp, #12)",1416595163,9781416595170.0,Thriller/Misterio,416
push,679766758,9780679766760.0,Ficción,256
pushing ice,441014011,9780441014020.0,Ciencia ficción,480
"pushing the limits (pushing the limits, #1)",373210493,9780373210500.0,Juvenil (Young Adult - YA),384
put me in the zoo,067984483X,9780679844840.0,Literatura infantil,64
pygmalion,486282228,9780486282220.0,Teatro,112
pygmalion & my fair lady,451530098,9780451530100.0,Teatro,224
pygmalion and three other plays,1593080786,9781593080780.0,Teatro,300
pygmy,385526342,9780385526340.0,Ficción,208
pyongyang: a journey in north korea,1897299214,9781897299210.0,Viajes y guías,183
"pyramids (discworld, #7)",61020656,9780061020650.0,Fantasía,352
père goriot,039397166X,9780393971670.0,Literatura clásica,432
q & a,739467042,9780739467050.0,Ficción,384
"q is for quarry (kinsey millhone, #17)",739429337,9780739429330.0,Thriller/Misterio,416
qb vii,055327094X,9780553270940.0,Ficción,544
qed: the strange theory of light and matter,691024170,9780691024170.0,Ciencia,176
"queen song (red queen, #0.1)",62422960,9780062422960.0,Juvenil (Young Adult - YA),64
"queen of babble (queen of babble, #1)",60851988,9780060851990.0,Romance,368
"queen of babble gets hitched (queen of babble, #3)",006085202X,9780060852020.0,Romance,384
"queen of babble in the big city (queen of babble, #2)",60852003,9780060852010.0,Romance,368
"queen of fire (raven's shadow, #3)",,,Fantasía,624
"queen of shadows (throne of glass, #4)",1619636042,9781619636040.0,Fantasía,648
"queen of sorcery (the belgariad, #2)",345335651,9780345335650.0,Fantasía,320
"queen of the darkness (the black jewels, #3)",451456734,9780451456730.0,Fantasía,464
quentins,752849522,9780752849520.0,Ficción,384
"queste (septimus heap, #4)",60882077,9780060882080.0,Fantasía,480
"quicksilver (the baroque cycle, #1)",60593083,9780060593090.0,Ficción histórica,928
quidditch through the ages,439321611,9780439321620.0,Fantasía,56
quiet: the power of introverts in a world that can't stop talking,307352145,9780307352150.0,Psicología,333
quo vadis,781805503,9780781805510.0,Ficción histórica,576
"r is for ricochet (kinsey millhone, #18)",425203867,9780425203870.0,Thriller/Misterio,416
rabbit is rich (rabbit angstrom #3),140249435,9780140249440.0,Ficción,480
rabbit redux (rabbit angstrom #2),449911934,9780449911940.0,Ficción,400
rabbit at rest (rabbit angstrom #4),449911942,9780449911940.0,Ficción,512
"rabbit, run (rabbit angstrom #1)",449911659,9780449911660.0,Ficción,307
rachael ray 365: no repeats: a year of deliciously different dinners,1400082544,9781400082540.0,Cocina y gastronomía,400
"rachel's holiday (walsh family, #2)",60090383,9780060090390.0,Romance,496
"radiance (wraith kings, #1)",,,Fantasía,352
"radiant angel (john corey, #7)",446580856,9780446580850.0,Thriller/Misterio,416
"radiant shadows (wicked lovely, #4)",61659223,9780061659220.0,Juvenil (Young Adult - YA),352
radical: taking back your faith from the american dream,1601422210,9781601422220.0,Religión y espiritualidad,240
rage,451076451,9780451076460.0,Horror,190
rage of angels,6178731,9780006178740.0,Ficción,448
"rage of a demon king (the serpentwar saga, #3)",380974738,9780380974730.0,Fantasía,416
ragtime,812978188,9780812978190.0,Ficción histórica,272
"raid (unfinished hero, #3)",,,Romance,300
rain reign,312643004,9780312643000.0,Juvenil (Young Adult - YA),224
"rainbow boys (rainbow trilogy, #1)",689857705,9780689857710.0,Juvenil (Young Adult - YA),288
"rainbow six (jack ryan universe, #10)",425170349,9780425170340.0,Thriller/Misterio,816
"rainbow valley (anne of green gables, #7)",553269216,9780553269220.0,Literatura clásica,256
rainbows end,812536363,9780812536360.0,Ciencia ficción,304
"raise high the roof beam, carpenters & seymour: an introduction",316766941,9780316766940.0,Literatura clásica,224
"raise the titanic! (dirk pitt, #4)",425194523,9780425194520.0,Thriller/Misterio,384
"raised by wolves (raised by wolves, #1)",1606840592,9781606840600.0,Juvenil (Young Adult - YA),336
"raising steam (discworld, #40, moist von lipwig #3 )",857522272,9780857522280.0,Fantasía,416
ralph s. mouse by beverly cleary: teacher guide (novel units),1561371734,9781561371730.0,Educación y aprendizaje,48
"rama ii (rama, #2)",2290032042,9782290032050.0,Ciencia ficción,416
"rama revealed (rama, #4)",1857232526,9781857232520.0,Ciencia ficción,496
"ramona forever (ramona, #7)",038072801X,9780380728020.0,Literatura infantil,192
"ramona quimby, age 8 (ramona, #6)",440800463,9780440800460.0,Literatura infantil,192
"ramona and her father (ramona, #4)",192751034,9780192751030.0,Literatura infantil,179
"ramona and her mother (ramona, #5)",038070952X,9780380709530.0,Literatura infantil,192
"ramona the brave (ramona, #3)",192751077,9780192751070.0,Literatura infantil,192
"ramona the pest (ramona, #2)",192750976,9780192750980.0,Literatura infantil,192
"random family: love, drugs, trouble, and coming of age in the bronx",743254430,9780743254430.0,Biografía/Autobiografía,432
"ranma ½, vol. 1 (ranma ½ (us 2nd), #1)",1569319626,9781569319630.0,Humor,200
"ransom (highlands' lairds, #2)",074347418X,9780743474180.0,Romance,384
rant,385517874,9780385517870.0,Ficción,310
"rapture (fallen, #4)",,,Juvenil (Young Adult - YA),454
"rapture in death (in death, #4)",1423301854,9781423301850.0,Thriller/Misterio,368
rapunzel,525456074,9780525456070.0,Cuentos de hadas,32
"rat queens, vol. 1: sass & sorcery",1607069458,9781607069450.0,Fantasía,128
"raven black (shetland island, #1)",312359667,9780312359670.0,Thriller/Misterio,336
"raven rise (pendragon, #9)",1416914188,9781416914180.0,Ciencia ficción,400
"raven's gate (the gatekeepers, #1)",439680093,9780439680100.0,Juvenil (Young Adult - YA),288
"raw (raw family, #1)",,2940148861120.0,Salud y bienestar,237
raymond e. feist's magician master,785139877,9780785139870.0,Fantasía,144
"reached (matched, #3)",525423664,9780525423670.0,Juvenil (Young Adult - YA),400
reading lolita in tehran,812971060,9780812971060.0,Biografía/Autobiografía,373
ready player one,030788743X,9780307887440.0,Ciencia ficción,384
"ready or not (all-american girl, #2)",60724501,9780060724500.0,Juvenil (Young Adult - YA),320
"real (real, #1)",1301347949,9781301347940.0,Romance,280
"real murders (aurora teagarden, #1)",802757693,9780802757690.0,Thriller/Misterio,224
reamde,61977969,9780061977960.0,Thriller/Misterio,1040
"reaper man (discworld, #11; death, #2)",552152951,9780552152950.0,Fantasía,384
"reaper's gale (the malazan book of the fallen, #7)",593046315,9780593046320.0,Fantasía,1296
"reaper's legacy (reapers mc, #2)",,,"Romance",294
"reaper's property (reapers mc, #1)",,,"Romance",302
"reason to breathe (breathing, #1)",,,"Romance",378
"reasonable doubt: volume 1 (reasonable doubt, #1)",,2940149543340.0,Romance,150
"reasonable doubt: volume 2 (reasonable doubt, #2)",,,"Romance",150
"reasonable doubt: volume 3 (reasonable doubt, #3)",,,"Romance",150
reasons to stay alive,1782115080,9781782115080.0,Biografía/Autobiografía,256
rebecca,1844080382,9781844080380.0,Thriller/Misterio,416
rebecca of sunnybrook farm,1598183605,9781598183600.0,Literatura infantil,320
"rebel angels (gemma doyle, #2)",385733410,9780385733410.0,Juvenil (Young Adult - YA),512
"rebel belle (rebel belle, #1)",399256938,9780399256940.0,Juvenil (Young Adult - YA),336
"rebel heart (dust lands, #2)",1442430001,9781442430010.0,Juvenil (Young Adult - YA),368
"rebel spring (falling kingdoms, #2)",1595145931,9781595145930.0,Juvenil (Young Adult - YA),416
"rebel of the sands (rebel of the sands, #1)",698410424,9780698410430.0,Fantasía,313
"reboot (reboot, #1)",62217070,9780062217070.0,Ciencia ficción,352
"reborn! vol. 01: reborn arrives! (reborn!, #1)",1421506718,9781421506720.0,Fantasía,192
"reckless (thoughtless, #3)",,,Romance,352
reconstructing amelia,006222543X,9780062225440.0,Thriller/Misterio,320
"red country (first law world, #6)",316214442,9780316214440.0,Fantasía,480
"red dragon (hannibal lecter, #1)",525945563,9780525945570.0,Thriller/Misterio,448
"red glove (curse workers, #2)",144240339X,9781442403390.0,Juvenil (Young Adult - YA),336
red harvest,752852612,9780752852610.0,Thriller/Misterio,256
"red lily (in the garden, #3)",515139408,9780515139400.0,Romance,352
"red mars (mars trilogy, #1)",553560735,9780553560730.0,Ciencia ficción,576
"red mist (kay scarpetta, #19)",399158022,9780399158020.0,Thriller/Misterio,400
"red notice: a true story of high finance, murder, and one man’s fight for justice",147675571X,9781476755720.0,Historia,352
red phoenix (red phoenix #1),446359688,9780446359690.0,Thriller/Misterio,400
"red prophet (tales of alvin maker, #2)",812524268,9780812524260.0,Fantasía,304
"red queen (red queen, #1)",1409151174,9781409151170.0,Juvenil (Young Adult - YA),383
"red rabbit (jack ryan universe, #3)",399148701,9780399148700.0,Thriller/Misterio,624
red riding hood,316176044,9780316176040.0,Cuentos de hadas,224
"red rising (red rising, #1)",345539788,9780345539790.0,Ciencia ficción,382
"red seas under red skies (gentleman bastard, #2)",553804685,9780553804680.0,Fantasía,528
red sparrow (red sparrow trilogy #1),1476706123,9781476706120.0,Thriller/Misterio,448
red storm rising,394298667,9780394298660.0,Thriller/Misterio,688
"red: the heroic rescue (the circle, #2)",1595540342,9781595540350.0,Ficción,320
"redeemed (house of night, #12)",312594445,9780312594440.0,Fantasía,320
redeeming love,1590525132,9781590525140.0,Religión y espiritualidad,480
"redemption (redemption, #1)",842356223,9780842356220.0,Religión y espiritualidad,336
redemption ark,044101173X,9780441011740.0,Ciencia ficción,752
redeployment,1594204993,9781594205000.0,Ficción,278
redshirts,765316994,9780765317000.0,Ciencia ficción,304
"redwall (redwall, #1)",1862301387,9781862301380.0,Fantasía,352
"reflected in you (crossfire, #2)",425263916,9780425263910.0,Romance,352
"regeneration (regeneration, #1)",140236236,9780140236230.0,Ficción histórica,272
"rejoice (redemption, #4)",84386874,9780842386880.0,Religión y espiritualidad,352
relativity: the special and the general theory,143039822,9780143039820.0,Ciencia,158
"release me (stark trilogy, #1)",345544110,9780345544120.0,Romance,288
relentless,553807145,9780553807140.0,Thriller/Misterio,384
"relentless (the lost fleet, #5)",441017088,9780441017090.0,Ciencia ficción,432
"relic (pendergast, #1)",765354942,9780765354940.0,Thriller/Misterio,480
"reliquary (pendergast, #2)",765354950,9780765354950.0,Thriller/Misterio,480
relish: my life in the kitchen,1596436239,9781596436240.0,Biografía/Autobiografía,240
remarkable creatures,7178379,9780007178380.0,Ficción histórica,384
"remember (redemption, #2)",842356290,9780842356300.0,Religión y espiritualidad,336
remember me,743484363,9780743484370.0,Thriller/Misterio,352
remember me?,593053893,9780593053900.0,Thriller/Misterio,352
"remy (real, #3)",,,Romance,254
"rendezvous with rama (rama, #1)",1857231589,9781857231590.0,Ciencia ficción,250
"renegade's magic (soldier son, #3)",006147312X,9780061473130.0,Fantasía,656
replay,068816112X,9780688161120.0,Ciencia ficción,320
"requiem (delirium, #3)",62014536,9780062014540.0,Juvenil (Young Adult - YA),384
"requiem (providence, #2)",615487424,9780615487430.0,Romance,318
requiem for a dream,1560252480,9781560252480.0,Ficción,273
rescue,316020729,9780316020720.0,Thriller/Misterio,400
reservation blues,802141900,9780802141900.0,Ficción,308
restless,747589372,9780747589370.0,Thriller/Misterio,320
resurrection,735102864,9780735102870.0,Literatura clásica,560
"retribution (dark-hunter, #19)",312546602,9780312546600.0,Fantasía,384
"return (redemption, #3)",842382895,9780842382890.0,Religión y espiritualidad,352
"return to paradise (leaving paradise, #2)",738718688,9780738718680.0,Juvenil (Young Adult - YA),256
"reunion (redemption, #5)",842386882,9780842386880.0,Religión y espiritualidad,352
"reunion (the mediator, #3)",60725133,9780060725140.0,Juvenil (Young Adult - YA),272
"reunion in death (in death, #14)",749934409,9780749934410.0,Thriller/Misterio,368
"revealed (house of night, #11)",,,Fantasía,304
"revelation (matthew shardlake, #4)",1405092726,9781405092720.0,Ficción histórica,448
revelation space,441009425,9780441009430.0,Ciencia ficción,592
"revelations (blue bloods, #3)",1423102282,9781423102280.0,Juvenil (Young Adult - YA),352
"revenge wears prada: the devil returns (the devil wears prada, #2)",1439136637,9781439136640.0,Ficción,384
"revenge of the spellmans (the spellmans, #3)",1416593381,9781416593390.0,Humor,368
"revenge of the wannabes (the clique, #3)",689875460,9780689875460.0,Juvenil (Young Adult - YA),208
"revenge of the witch (the last apprentice / wardstone chronicles, #1)",60766204,9780060766210.0,Fantasía,256
revival,1476770387,9781476770380.0,Horror,448
reviving ophelia: saving the selves of adolescent girls,1594481881,9781594481890.0,Psicología,352
revolting rhymes,142302260,9780142302260.0,Poesía,48
revolution,385737637,9780385737630.0,Juvenil (Young Adult - YA),288
"revolution 2020: love, corruption, ambition",8129118807,9788129118810.0,Ficción,320
revolutionary road,413757102,9780413757100.0,Literatura clásica,368
rework,307463745,9780307463750.0,Negocios y economía,278
"rhapsody: child of blood (symphony of ages, #1)",812570812,9780812570820.0,Fantasía,544
rhett butler's people,023070395X,9780230703960.0,Ficción histórica,640
rich dad's cashflow quadrant: rich dad's guide to financial freedom,446677477,9780446677480.0,Negocios y economía,352
rich dad's guide to investing: what the rich invest in that the poor and middle class do not!,446677469,9780446677460.0,Negocios y economía,416
"rich dad, poor dad",751532711,9780751532720.0,Negocios y economía,207
"rich man, poor man",440174244,9780440174240.0,Ficción,784
richard ii,198320043,9780198320040.0,Teatro,224
richard iii,192839934,9780192839930.0,Teatro,256
ricochet,1416532358,9781416532350.0,Thriller/Misterio,368
"ride steady (chaos, #3)",145553322X,9781455533220.0,Romance,320
riding the bullet,743525876,9780743525880.0,Horror,96
"right ho, jeeves (jeeves, #6)",140690483X,9781406904830.0,Humor,288
rikki-tikki-tavi,688143202,9780688143210.0,Literatura infantil,32
"rilla of ingleside (anne of green gables, #8)",553269224,9780553269220.0,Literatura clásica,336
"ringworld (ringworld, #1)",575077026,9780575077030.0,Ciencia ficción,304
ripper,62291408,9780062291400.0,Juvenil (Young Adult - YA),288
riptide,3426619148,9783426619150.0,Thriller/Misterio,528
"rise of empire (the riyria revelations, #3-4)",316187704,9780316187700.0,Fantasía,704
"rise of a merchant prince (the serpentwar saga, #2)",6497012,9780006497010.0,Fantasía,496
"rise of the elgen (michael vey, #2)",1442454148,9781442454150.0,Juvenil (Young Adult - YA),416
"rise of the evening star (fablehaven, #2)",1590387422,9781590387430.0,Fantasía,448
rise of the governor (the walking dead #1),312547730,9780312547740.0,Horror,336
"rising storm (warriors, #4)",60525630,9780060525640.0,Fantasía,320
rising strong,812995821,9780812995820.0,Desarrollo personal,336
rising sun,606298231,9780606298230.0,Thriller/Misterio,352
"rising tides (chesapeake bay saga, #2)",051512317X,9780515123170.0,Romance,352
rita hayworth and shawshank redemption: a story from different seasons,896214400,9780896214410.0,Ficción,288
"rival (fall away, #2)",,,Romance,320
"river god (ancient egypt, #1)",312954468,9780312954470.0,Ficción histórica,640
"river marked (mercy thompson, #6)",1841497975,9781841497980.0,Fantasía,352
"river secrets (the books of bayern, #3)",1582349010,9781582349020.0,Fantasía,336
"river of blue fire (otherland, #2)",886778441,9780886778450.0,Ciencia ficción,704
"river, cross my heart",316899984,9780316899990.0,Ficción,288
roadside picnic,575070536,9780575070530.0,Ciencia ficción,192
roadwork,451197879,9780451197870.0,Ficción,240
"robin hood, the prince of thieves",3704313173,9783704313170.0,Ficción histórica,172
robinson crusoe,375757325,9780375757330.0,Literatura clásica,320
"robopocalypse (robopocalypse, #1)",385533853,9780385533850.0,Ciencia ficción,368
robots and empire (robot #4),586062009,9780586062000.0,Ciencia ficción,432
"rock bottom (tristan & danika, #2)",,,Romance,244
"rock chick (rock chick, #1)",1849231842,9781849231850.0,Romance,352
"rock chick reckoning (rock chick, #6)",,,Romance,384
"rock chick redemption (rock chick, #3)",1453720693,9781453720690.0,Romance,300
"rock chick regret (rock chick, #7)",,,Romance,370
"rock chick renegade (rock chick, #4)",,,Romance,300
"rock chick rescue (rock chick, #2)",1849234752,9781849234760.0,Romance,352
"rock chick revenge (rock chick, #5)",,,Romance,314
"rock chick revolution (rock chick, #8)",,9781301895620.0,Romance,300
"rock hard (sinners on tour, #2)",1402245793,9781402245790.0,Romance,352
"rock me (ross siblings, #2)",,,Romance,304
"rock the heart (black falcon, #1)",,,Romance,250
"rock with me (with me in seattle, #4)",,2940016554330.0,Romance,260
rocket boys (coalwood #1),385333218,9780385333210.0,Biografía/Autobiografía,352
"rodrick rules (diary of a wimpy kid, #2)",810994739,9780810994740.0,Literatura infantil,218
rogue lawyer,385539436,9780385539430.0,Thriller/Misterio,368
"rogue squadron (star wars: x-wing, #1)",553568019,9780553568010.0,Ciencia ficción,343
rogues,345537262,9780345537260.0,Fantasía,816
"roll of thunder, hear my cry (logans, #4)",014034893X,9780140348930.0,Ficción histórica,276
roller girl,803740166,9780803740170.0,Juvenil (Young Adult - YA),256
"romancing mister bridgerton (bridgertons, #4)",380820846,9780380820850.0,Romance,384
"romancing the duke (castles ever after, #1)",62240196,9780062240190.0,Romance,384
"rome (marked men, #3)",,,Romance,320
romeo and juliet,743477111,9780743477120.0,Teatro,320
"ronia, the robber's daughter",140317201,9780140317210.0,Literatura infantil,160
room,316098337,9780316098340.0,Ficción,321
roomhate,1523662441,9781523662450.0,Romance,310
roots: the saga of an american family,440174643,9780440174650.0,Ficción histórica,881
rose daughter,441005837,9780441005830.0,Cuentos de hadas,288
rose madder,340640146,9780340640140.0,Horror,432
"rose under fire (code name verity, #2)",1423183096,9781423183100.0,Juvenil (Young Adult - YA),360
"rose in bloom (eight cousins, #2)",316030899,9780316030890.0,Literatura clásica,342
"rosemary and rue (october daye, #1)",756405718,9780756405720.0,Fantasía,352
rosemary's baby,451194004,9780451194010.0,Horror,256
rosemary: the hidden kennedy daughter,547250258,9780547250250.0,Biografía/Autobiografía,480
rosencrantz and guildenstern are dead,802132758,9780802132760.0,Teatro,126
roses,446550000,9780446550000.0,Ficción,400
"roses are red (alex cross, #6)",446605484,9780446605490.0,Thriller/Misterio,400
"ross poldark (poldark, #1)",330344951,9780330344950.0,Ficción histórica,416
"rot & ruin (rot & ruin, #1)",1442402326,9781442402320.0,Juvenil (Young Adult - YA),464
"rough country (virgil flowers, #3)",399155988,9780399155990.0,Thriller/Misterio,400
round ireland with a fridge,312274920,9780312274920.0,Biografía/Autobiografía,244
"royal assassin (farseer trilogy, #2)",6480101,9780006480100.0,Fantasía,672
"royal blood (vampire kisses, #6)",006128887X,9780061288880.0,Juvenil (Young Adult - YA),256
"royally screwed (royally, #1)",,,Romance,272
rubicon: the last years of the roman republic,1400078970,9781400078970.0,Historia,416
ruby,804188246,9780804188240.0,Ficción,208
ruby holler,60560150,9780060560160.0,Juvenil (Young Adult - YA),192
"ruby red (precious stone trilogy, #1)",805092528,9780805092520.0,Juvenil (Young Adult - YA),327
rubyfruit jungle,553146963,9780553146970.0,Ficción,217
rudolph the red-nosed reindeer,307020711,9780307020710.0,Literatura infantil,24
"ruin (ruin, #1)",,,Ciencia ficción,400
"ruin and rising (shadow and bone, #3)",080509461X,9780805094620.0,Juvenil (Young Adult - YA),416
"rule (marked men, #1)",,,Romance,298
"rule of two (star wars: darth bane, #2)",345477480,9780345477480.0,Ciencia ficción,336
rules,439443822,9780439443820.0,Juvenil (Young Adult - YA),224
"rules of attraction (perfect chemistry, #2)",802720854,9780802720860.0,Juvenil (Young Adult - YA),368
rules of civility,670022691,9780670022690.0,Ficción histórica,352
"rules of prey (lucas davenport, #1)",425205819,9780425205820.0,Thriller/Misterio,400
rumble fish,440975344,9780440975340.0,Juvenil (Young Adult - YA),128
"rumors (luxe, #2)",61345695,9780061345690.0,Juvenil (Young Adult - YA),208
"rumors of war (children of the promise, #1)",1573451991,9781573451990.0,Religión y espiritualidad,288
rumour has it,755328175,9780755328180.0,Romance,416
rump: the true story of rumpelstiltskin,307977935,9780307977940.0,Fantasía,288
rumpelstiltskin,140558640,9780140558650.0,Cuentos de hadas,32
run,61340634,9780061340640.0,Ficción,384
run baby run,882706306,9780882706310.0,Biografía/Autobiografía,208
"run for your life (michael bennett, #2)",316018740,9780316018750.0,Thriller/Misterio,400
runaway,1400077915,9781400077920.0,Ficción,336
"runaway (airhead, #3)",545040604,9780545040600.0,Juvenil (Young Adult - YA),272
"runaway ralph (ralph s. mouse, #2)",590664875,9780590664880.0,Literatura infantil,192
"runaways, vol. 1: pride and joy (runaways, #1)",785113797,9780785113800.0,Fantasía,160
"running blind (jack reacher, #4)",515130974,9780515130970.0,Thriller/Misterio,400
running out of time,439632501,9780439632510.0,Ciencia ficción,192
running with scissors,031242227X,9780312422270.0,Biografía/Autobiografía,336
"running with the demon (word & void, #1)",345379624,9780345379630.0,Fantasía,432
"rurouni kenshin, vol. 1: meiji swordsman romantic story (rurouni kenshin, #1)",1591162203,9781591162210.0,Fantasía,200
"rush (breathless, #1)",425267040,9780425267040.0,Romance,320
"rush too far (rosemary beach, #4; too far, #4)",,,Romance,291
"rusty nailed (cocktail, #2)",1476766665,9781476766670.0,Romance,304
"ruthless (pretty little liars, #10)",62081861,9780062081860.0,Juvenil (Young Adult - YA),288
"s is for silence (kinsey millhone, #19)",425212696,9780425212690.0,Thriller/Misterio,416
s.,316201642,9780316201640.0,Ficción,464
seal team six: memoirs of an elite navy seal sniper,031269945X,9780312699450.0,Historia,288
"sabriel (abhorsen,  #1)",64471837,9780064471830.0,Fantasía,491
sacajawea (lewis & clark expedition),380842939,9780380842930.0,Ficción histórica,368
"sacred (kenzie & gennaro, #3)",380726297,9780380726300.0,Thriller/Misterio,368
sacred contracts: awakening your divine potential,609810111,9780609810120.0,Religión y espiritualidad,416
sacré bleu: a comedy d'art,61779741,9780061779750.0,Thriller/Misterio,256
"sad cypress (hercule poirot, #21)",7120710,9780007120710.0,Thriller/Misterio,256
sadako and the thousand paper cranes,,9780698118030.0,Literatura infantil,80
safe harbour,739437585,9780739437580.0,Romance,352
safe haven,044654759X,9780446547600.0,Romance,352
"safe with me (with me in seattle, #5)",,,Romance,280
saga #1,,,Fantasía,32
"saga, vol. 1 (saga, #1)",1607066017,9781607066020.0,Ciencia ficción,160
"saga, vol. 2 (saga, #2)",1607066920,9781607066930.0,Ciencia ficción,144
"saga, vol. 3 (saga, #3)",1607069318,9781607069320.0,Ciencia ficción,144
"saga, vol. 4 (saga, #4)",1632150778,9781632150780.0,Ciencia ficción,144
"saga, vol. 5 (saga, #5)",1632154382,9781632154380.0,Ciencia ficción,144
"saga, vol. 6 (saga, #6)",163215711X,9781632157120.0,Ciencia ficción,160
"sahara (dirk pitt, #11)",030720961X,9780307209610.0,Thriller/Misterio,576
sail,316018708,9780316018710.0,Thriller/Misterio,400
sailing alone around the room: new and selected poems,375755195,9780375755190.0,Poesía,256
"sailor moon, #1 (sailor moon, #1)",189221301X,645573003012.0,Fantasía,184
"saint (paradise, #2)",1595540067,9781595540060.0,Ficción,304
saint anything,451474708,9780451474700.0,Juvenil (Young Adult - YA),384
saint maybe,449911608,9780449911600.0,Ficción,352
"saint odd (odd thomas, #7)",,,Thriller/Misterio,352
"salamandastron (redwall, #5)",142501522,9780142501530.0,Fantasía,384
salem falls,743418719,9780743418710.0,Ficción,384
salmon fishing in the yemen,753821788,9780753821790.0,Ficción,336
